Unnamed: 0,Index,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Month,Quarter,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,Day,Company_Hyundai India,Company_Maruti Suzuki,Company_Tata Motors,Car_Model_Alcazar,Car_Model_Baleno,Car_Model_Brezza,Car_Model_Creta,Car_Model_Dzire,Car_Model_Ertiga,Car_Model_Grand Vitara,Car_Model_Harrier,Car_Model_Nexon,Car_Model_Nexon EV,Car_Model_Safari,Car_Model_Swift,Car_Model_Tiago,Car_Model_Tigor,Car_Model_Tucson,Car_Model_Venue,Car_Model_Verna,Car_Model_i20,Car_Type_Compact SUV,Car_Type_Electric SUV,Car_Type_Hatchback,Car_Type_MPV,Car_Type_Premium Hatchback,Car_Type_Premium SUV,Car_Type_SUV,Car_Type_Sedan,Day_of_Week_Friday,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Region_Central,Region_East,Region_North,Region_South,Region_West,Season_Festive,Season_Monsoon,Season_Summer,Season_Winter
52020,52020,750875.46,3.0,167.0,1621890.99,175.0,48.0,16.0,9267.949,0.04,9,3,1,0,0,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
52021,52021,775038.68,7.0,212.0,3906194.95,153.5,21.0,13.0,25447.524,0.01,9,3,1,0,0,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
52022,52022,773733.12,9.0,239.0,5013790.62,200.0,47.0,16.0,25068.953,0.01,9,3,1,0,0,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
52023,52023,714080.28,14.0,49.0,7197929.22,50.5,25.0,5.0,142533.252,0.0,9,3,1,0,0,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
52024,52024,760594.88,8.0,,4381026.51,118.5,29.0,14.0,36970.688,0.01,9,3,1,0,0,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
52025,52025,1099553.97,8.0,243.0,6333430.87,182.5,28.0,16.0,34703.731,0.01,9,3,1,0,1,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
52026,52026,1096693.19,6.0,151.0,4737714.58,112.5,19.0,7.0,42113.018,0.01,9,3,1,0,0,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
52027,52027,1074731.8,4.0,93.0,3095227.58,119.5,29.0,14.0,25901.486,0.01,9,3,1,0,0,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
52028,52028,1133362.9,6.0,226.0,4896127.73,136.5,34.0,9.0,35869.068,0.01,9,3,1,0,1,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
52029,52029,1052385.28,6.0,71.0,4546304.41,141.5,47.0,12.0,32129.36,0.01,9,3,1,0,0,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
52030,52030,1112385.24,10.0,141.0,8009173.73,161.0,15.0,6.0,49746.421,0.01,9,3,1,0,1,0.82,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
52031,52031,1095389.67,7.0,139.0,5520763.94,147.0,19.0,8.0,37556.217,0.01,9,3,1,0,1,0.82,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
52032,52032,1139533.96,11.0,194.0,9025108.96,120.5,33.0,6.0,74897.17,0.0,9,3,1,0,0,0.82,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
52033,52033,1117963.46,,240.0,9659204.29,183.5,46.0,10.0,52638.715,0.01,9,3,1,0,0,0.82,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
52034,52034,1098381.8,8.0,213.0,6326679.17,130.0,,11.0,48666.763,0.01,9,3,1,0,1,0.82,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
52035,52035,794814.78,7.0,193.0,4005866.49,170.5,19.0,11.0,23494.818,0.02,9,3,1,0,0,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
52036,52036,837304.49,10.0,145.0,6028592.33,145.0,15.0,6.0,41576.499,0.01,9,3,1,0,1,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
52037,52037,766184.61,12.0,209.0,6619835.03,190.5,54.0,9.0,34749.79,0.01,9,3,1,0,1,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
52038,52038,763963.19,7.0,162.0,3850374.48,136.5,53.0,10.0,28207.872,0.01,9,3,1,0,0,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
52039,52039,772755.11,9.0,61.0,5007453.11,64.0,43.0,14.0,78241.455,0.0,9,3,1,0,1,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
52040,52040,1625095.29,5.0,178.0,5850343.04,165.0,29.0,7.0,35456.624,0.01,9,3,1,0,0,0.82,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
52041,52041,1568961.98,5.0,132.0,5648263.13,168.5,32.0,15.0,33520.849,0.01,9,3,1,0,1,0.82,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
52042,52042,1560304.88,4.0,61.0,4493678.05,102.5,18.0,15.0,43840.761,0.01,9,3,1,0,0,0.82,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
52043,52043,1645932.07,6.0,130.0,7110426.54,174.0,39.0,11.0,40864.52,0.01,9,3,1,0,1,0.82,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
52044,52044,1535043.14,3.0,181.0,3315693.18,110.0,42.0,17.0,30142.665,0.01,9,3,1,0,0,0.82,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
52045,52045,2829469.53,2.0,120.0,4074436.12,157.5,31.0,13.0,25869.436,0.01,9,3,1,0,0,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
52046,52046,3022382.99,1.0,218.0,2176115.75,130.5,18.0,12.0,16675.216,0.02,9,3,1,0,0,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
52047,52047,2954275.18,2.0,219.0,4254156.26,192.5,23.0,5.0,22099.513,0.02,9,3,1,0,1,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
52048,52048,2757615.98,0.0,103.0,0.0,111.5,,13.0,0.0,0.0,9,3,1,0,1,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
52049,52049,2902525.31,0.0,68.0,0.0,113.0,,11.0,0.0,0.0,9,3,1,0,0,0.82,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
52050,52050,731553.63,13.0,127.0,6847341.98,123.0,19.0,17.0,55669.447,0.01,10,4,1,0,0,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
52051,52051,716717.01,19.0,234.0,9804688.7,173.5,29.0,12.0,56511.174,0.01,10,4,1,0,1,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
52052,52052,717811.04,18.0,99.0,9302831.08,99.0,39.0,17.0,93967.991,0.0,10,4,1,0,1,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
52053,52053,724892.93,22.0,213.0,11482304.01,190.5,21.0,6.0,60274.562,0.01,10,4,1,0,0,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
52054,52054,786652.39,16.0,234.0,9062235.53,189.0,34.0,17.0,47948.336,0.01,10,4,1,0,0,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
52055,52055,1143195.3,15.0,215.0,12346509.24,137.0,17.0,11.0,90120.505,0.0,10,4,1,0,1,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
52056,52056,1109762.86,8.0,102.0,6392234.07,71.5,15.0,12.0,89401.875,0.0,10,4,1,0,0,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
52057,52057,1082738.59,8.0,221.0,6236574.28,176.0,42.0,16.0,35435.081,0.01,10,4,1,0,0,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
52058,52058,1142593.64,12.0,120.0,9872009.05,151.5,39.0,17.0,65161.776,0.01,10,4,1,0,0,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
52059,52059,1072954.16,7.0,134.0,5407688.97,141.0,18.0,6.0,38352.404,0.01,10,4,1,0,1,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
52060,52060,1159566.98,25.0,68.0,20872205.64,85.0,50.0,7.0,245555.36,0.0,10,4,1,0,1,1.35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
52061,52061,1177577.15,21.0,107.0,17804966.51,125.0,34.0,,142439.732,0.0,10,4,1,0,0,1.35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
52062,52062,1093154.82,19.0,229.0,14954357.94,184.5,32.0,9.0,81053.431,0.0,10,4,1,0,1,1.35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
52063,52063,1163006.89,16.0,113.0,13397839.37,105.5,34.0,16.0,126993.738,0.0,10,4,1,0,1,1.35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
52064,52064,1110414.72,23.0,195.0,18388467.76,164.0,45.0,5.0,112124.803,0.0,10,4,1,0,0,1.35,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
52065,52065,806554.33,6.0,136.0,3484314.71,133.5,16.0,7.0,26099.736,0.01,10,4,1,0,0,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
52066,52066,777249.85,15.0,194.0,8394298.38,182.0,49.0,12.0,46122.519,0.01,10,4,1,0,1,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
52067,52067,781975.58,10.0,102.0,5630224.18,151.5,52.0,17.0,37163.196,0.01,10,4,1,0,0,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
52068,52068,826504.32,18.0,81.0,10711495.99,143.5,24.0,13.0,74644.571,0.0,10,4,1,0,1,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
52069,52069,808057.48,13.0,99.0,7563418.01,139.0,46.0,8.0,54413.079,0.01,10,4,1,0,0,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
52070,52070,1558897.59,10.0,90.0,11224062.65,74.5,49.0,14.0,150658.559,0.0,10,4,1,0,0,1.35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
52071,52071,1652115.21,12.0,99.0,14274275.41,91.5,39.0,5.0,156003.01,0.0,10,4,1,0,0,1.35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
52072,52072,1642847.33,8.0,189.0,9462800.62,118.0,45.0,16.0,80193.226,0.0,10,4,1,0,0,1.35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
52073,52073,1584769.43,8.0,106.0,9128271.92,155.0,46.0,12.0,58892.077,0.01,10,4,1,0,0,1.35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
52074,52074,1646205.44,9.0,244.0,10667411.25,170.5,49.0,13.0,62565.462,0.01,10,4,1,0,0,1.35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
52075,52075,2853408.04,6.0,130.0,12326722.73,107.5,40.0,10.0,114667.188,0.0,10,4,1,0,0,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
52076,52076,2828016.93,4.0,66.0,8144688.76,73.5,40.0,17.0,110812.092,0.0,10,4,1,0,1,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
52077,52077,2781272.52,6.0,125.0,12015097.29,152.5,27.0,8.0,78787.523,0.0,10,4,1,0,0,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
52078,52078,3014483.54,2.0,101.0,4340856.3,145.5,43.0,14.0,29834.064,0.01,10,4,1,0,0,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
52079,52079,2798279.04,1.0,129.0,2014760.91,93.0,45.0,8.0,21664.096,0.02,10,4,1,0,0,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
52080,52080,735485.69,19.0,173.0,10061444.24,188.0,41.0,7.0,53518.32,0.01,10,4,0,1,1,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
52081,52081,754126.22,12.0,84.0,6515650.54,151.0,23.0,13.0,43150.004,0.01,10,4,0,1,0,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
52082,52082,786119.88,12.0,240.0,6792075.76,181.5,32.0,7.0,37421.905,0.01,10,4,0,1,0,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52083,52083,739418.9,13.0,131.0,6920960.9,100.5,32.0,8.0,68865.283,0.01,10,4,0,1,0,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
52084,52084,778894.67,20.0,79.0,,115.0,36.0,12.0,97531.159,0.0,10,4,0,1,1,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
52085,52085,1068729.91,11.0,243.0,8464340.89,200.0,48.0,5.0,42321.704,0.01,10,4,0,1,0,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
52086,52086,1067658.27,14.0,182.0,10761995.36,127.0,42.0,12.0,84740.121,0.0,10,4,0,1,0,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
52087,52087,1104800.7,9.0,139.0,7159108.54,154.5,37.0,16.0,46337.272,0.01,10,4,0,1,0,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52088,52088,1056794.13,11.0,187.0,8369809.51,168.0,17.0,7.0,49820.295,0.01,10,4,0,1,1,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
52089,52089,1050094.72,13.0,221.0,9828886.58,217.5,20.0,13.0,45190.283,0.01,10,4,0,1,0,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
52090,52090,1204880.86,18.0,146.0,15615255.95,181.0,25.0,14.0,86272.132,0.0,10,4,0,1,1,1.35,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
52091,52091,1184311.69,12.0,110.0,10232453.0,90.5,38.0,14.0,113065.779,0.0,10,4,0,1,0,1.35,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
52092,52092,1175491.55,28.0,,23697909.65,166.0,20.0,13.0,142758.492,0.0,10,4,0,1,0,1.35,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52093,52093,1130723.88,24.0,54.0,19538908.65,59.5,37.0,7.0,328385.019,0.0,10,4,0,1,1,1.35,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
52094,52094,1177470.49,27.0,142.0,22890026.33,114.0,,15.0,200789.705,0.0,10,4,0,1,0,1.35,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
52095,52095,760007.79,10.0,188.0,5472056.09,185.5,21.0,5.0,29498.955,0.01,10,4,0,1,1,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
52096,52096,802925.71,18.0,220.0,10405917.2,208.5,21.0,5.0,49908.476,0.01,10,4,0,1,1,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
52097,52097,831752.54,19.0,193.0,11378374.75,167.0,17.0,11.0,68133.981,0.01,10,4,0,1,0,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52098,52098,808391.04,17.0,179.0,9894706.33,170.5,45.0,6.0,58033.468,0.01,10,4,0,1,1,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
52099,52099,792582.62,16.0,136.0,9130551.78,158.5,46.0,8.0,57606.005,0.01,10,4,0,1,0,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
52100,52100,1526746.32,6.0,50.0,6595544.1,63.5,29.0,13.0,103866.836,0.0,10,4,0,1,0,1.35,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
52101,52101,1651968.74,8.0,46.0,9515339.94,52.0,50.0,5.0,182987.307,0.0,10,4,0,1,1,1.35,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
52102,52102,1618911.58,7.0,90.0,8159314.36,137.0,45.0,11.0,59557.039,0.01,10,4,0,1,0,1.35,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52103,52103,1652053.62,12.0,51.0,14273743.28,70.5,43.0,11.0,202464.444,0.0,10,4,0,1,0,1.35,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
52104,52104,1632509.67,,232.0,8227848.74,146.5,53.0,5.0,56162.79,0.01,10,4,0,1,1,1.35,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
52105,52105,2782247.1,4.0,164.0,8012871.65,168.0,38.0,13.0,47695.665,0.01,10,4,0,1,0,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
52106,52106,2837374.23,2.0,246.0,4085818.89,214.0,29.0,12.0,19092.612,0.02,10,4,0,1,1,1.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
