,Unnamed: 0,Index,Company,Car_Model,Car_Type,Region,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Season,Month,Quarter,Day_of_Week,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,Day
53152,53152,53152,Hyundai India,Alcazar,MPV,East,1637185.42,9.0,60.0,10608961.52,60.5,41.0,9.0,175354.736,0.0,Festive,11,4,Monday,0,0,1,1.35,6
53153,53153,53153,Hyundai India,Alcazar,MPV,West,1558486.45,6.0,74.0,6732661.46,63.5,37.0,8.0,106026.165,0.0,Festive,11,4,Monday,0,0,0,1.35,6
53154,53154,53154,Hyundai India,Alcazar,MPV,Central,1530984.73,8.0,150.0,8818472.04,167.0,41.0,15.0,52805.222,0.01,Festive,11,4,Monday,0,0,1,1.35,6
53155,53155,53155,Hyundai India,Tucson,Premium SUV,North,2863106.28,4.0,98.0,8245746.09,91.0,37.0,14.0,90612.594,0.0,Festive,11,4,Monday,0,0,1,1.35,6
53156,53156,53156,Hyundai India,Tucson,Premium SUV,South,2921555.12,3.0,45.0,6310559.06,78.0,45.0,8.0,80904.603,0.0,Festive,11,4,Monday,0,0,1,1.35,6
53157,53157,53157,Hyundai India,Tucson,Premium SUV,East,3005242.49,3.0,218.0,6491323.78,131.5,15.0,16.0,49363.679,0.01,Festive,11,4,Monday,0,0,0,1.35,6
53158,53158,53158,Hyundai India,Tucson,Premium SUV,West,2933431.46,1.0,243.0,2112070.65,192.0,28.0,7.0,11000.368,0.03,Festive,11,4,Monday,0,0,0,1.35,6
53159,53159,53159,Hyundai India,Tucson,Premium SUV,Central,2872793.63,6.0,210.0,12410468.48,182.0,16.0,15.0,68189.387,0.01,Festive,11,4,Monday,0,0,0,1.35,6
53160,53160,53160,Hyundai India,i20,Hatchback,North,783424.84,14.0,242.0,7896922.39,160.0,36.0,12.0,49355.765,0.01,Festive,11,4,Tuesday,0,0,1,1.35,7
53161,53161,53161,Hyundai India,i20,Hatchback,South,757727.23,16.0,,8729017.69,123.5,18.0,12.0,70680.305,0.01,Festive,11,4,Tuesday,0,0,0,1.35,7
53162,53162,53162,Hyundai India,i20,Hatchback,East,763670.61,15.0,132.0,8247642.59,151.0,41.0,16.0,54620.15,0.01,Festive,11,4,Tuesday,0,0,0,1.35,7
53163,53163,53163,Hyundai India,i20,Hatchback,West,775040.74,14.0,86.0,7812410.66,139.5,49.0,13.0,56002.944,0.01,Festive,11,4,Tuesday,0,0,0,1.35,7
53164,53164,53164,Hyundai India,i20,Hatchback,Central,756134.72,15.0,180.0,8166254.98,157.5,29.0,8.0,51849.238,0.01,Festive,11,4,Tuesday,0,0,0,1.35,7
53165,53165,53165,Hyundai India,Verna,Sedan,North,1080361.72,,74.0,9334325.26,92.0,16.0,8.0,101460.057,0.0,Festive,11,4,Tuesday,0,0,0,1.35,7
53166,53166,53166,Hyundai India,Verna,Sedan,South,1067736.27,14.0,224.0,10762781.6,213.5,54.0,14.0,50411.155,0.01,Festive,11,4,Tuesday,0,0,0,1.35,7
53167,53167,53167,Hyundai India,Verna,Sedan,East,1055541.24,12.0,177.0,9119876.31,178.5,48.0,17.0,51091.744,0.01,Festive,11,4,Tuesday,0,0,1,1.35,7
53168,53168,53168,Hyundai India,Verna,Sedan,West,1057271.49,19.0,127.0,14463473.98,106.5,17.0,6.0,135807.267,0.0,Festive,11,4,Tuesday,0,0,1,1.35,7
53169,53169,53169,Hyundai India,Verna,Sedan,Central,1056744.31,15.0,185.0,11412838.55,159.0,52.0,10.0,71778.859,0.01,Festive,11,4,Tuesday,0,0,0,1.35,7
53170,53170,53170,Hyundai India,Creta,SUV,North,1193398.97,27.0,61.0,23199675.98,74.0,20.0,13.0,313509.135,0.0,Festive,11,4,Tuesday,0,0,0,1.35,7
53171,53171,53171,Hyundai India,Creta,SUV,South,1152137.39,18.0,42.0,14931700.57,91.0,45.0,11.0,164084.622,0.0,Festive,11,4,Tuesday,0,0,1,1.35,7
53172,53172,53172,Hyundai India,Creta,SUV,East,1179148.8,16.0,233.0,13583794.18,225.5,40.0,16.0,60238.555,0.01,Festive,11,4,Tuesday,0,0,1,1.35,7
53173,53173,53173,Hyundai India,Creta,SUV,West,1126849.79,19.0,171.0,15415305.13,111.5,28.0,14.0,138253.858,0.0,Festive,11,4,Tuesday,0,0,0,1.35,7
53174,53174,53174,Hyundai India,Creta,SUV,Central,1118980.11,9.0,188.0,7250991.11,131.5,19.0,7.0,55140.617,0.01,Festive,11,4,Tuesday,0,0,0,1.35,7
53175,53175,53175,Hyundai India,Venue,Compact SUV,North,833199.9,15.0,139.0,8998558.92,99.0,54.0,11.0,90894.535,0.0,Festive,11,4,Tuesday,0,0,1,1.35,7
53176,53176,53176,Hyundai India,Venue,Compact SUV,South,780737.35,10.0,52.0,5621308.92,98.5,15.0,13.0,57069.126,0.01,Festive,11,4,Tuesday,0,0,0,1.35,7
53177,53177,53177,Hyundai India,Venue,Compact SUV,East,832929.94,,73.0,3598257.34,137.0,52.0,16.0,26264.652,0.01,Festive,11,4,Tuesday,0,0,0,1.35,7
53178,53178,53178,Hyundai India,Venue,Compact SUV,West,838488.16,22.0,93.0,13281652.45,124.0,47.0,8.0,107110.1,0.0,Festive,11,4,Tuesday,0,0,1,1.35,7
53179,53179,53179,Hyundai India,Venue,Compact SUV,Central,773696.14,13.0,125.0,7241795.87,98.5,36.0,15.0,73520.77,0.0,Festive,11,4,Tuesday,0,0,1,1.35,7
53180,53180,53180,Hyundai India,Alcazar,MPV,North,1671780.5,9.0,132.0,10833137.64,172.5,27.0,5.0,62800.798,0.01,Festive,11,4,Tuesday,0,0,1,1.35,7
53181,53181,53181,Hyundai India,Alcazar,MPV,South,1537666.74,8.0,201.0,8856960.42,150.0,24.0,9.0,59046.403,0.01,Festive,11,4,Tuesday,0,0,0,1.35,7
53182,53182,53182,Hyundai India,Alcazar,MPV,East,1614129.88,16.0,48.0,18594776.22,55.0,42.0,13.0,338086.84,0.0,Festive,11,4,Tuesday,0,0,1,1.35,7
53183,53183,53183,Hyundai India,Alcazar,MPV,West,1606340.74,11.0,,12722218.66,115.5,46.0,5.0,110149.079,0.0,Festive,11,4,Tuesday,0,0,0,1.35,7
53184,53184,53184,Hyundai India,Alcazar,MPV,Central,1625233.6,9.0,170.0,10531513.73,143.5,38.0,16.0,73390.34,0.0,Festive,11,4,Tuesday,0,0,1,1.35,7
53185,53185,53185,Hyundai India,Tucson,Premium SUV,North,3029427.97,,72.0,10905940.69,145.0,44.0,12.0,75213.384,0.0,Festive,11,4,Tuesday,0,0,1,1.35,7
53186,53186,53186,Hyundai India,Tucson,Premium SUV,South,2922597.42,3.0,248.0,6312810.43,233.5,32.0,13.0,27035.591,0.01,Festive,11,4,Tuesday,0,0,0,1.35,7
53187,53187,53187,Hyundai India,Tucson,Premium SUV,East,3011460.96,5.0,192.0,10841259.46,128.5,25.0,5.0,84367.778,0.0,Festive,11,4,Tuesday,0,0,0,1.35,7
53188,53188,53188,Hyundai India,Tucson,Premium SUV,West,2805096.05,8.0,71.0,16157353.25,135.0,22.0,12.0,119684.098,0.0,Festive,11,4,Tuesday,0,0,0,1.35,7
53189,53189,53189,Hyundai India,Tucson,Premium SUV,Central,2869205.16,2.0,212.0,4131655.43,215.0,26.0,15.0,19217.002,0.02,Festive,11,4,Tuesday,0,0,0,1.35,7
53190,53190,53190,Hyundai India,i20,Hatchback,North,757858.46,20.0,,10913161.82,166.5,50.0,11.0,65544.515,0.01,Festive,11,4,Wednesday,0,0,0,1.35,8
53191,53191,53191,Hyundai India,i20,Hatchback,South,736015.77,18.0,108.0,9538764.38,106.0,26.0,7.0,89988.343,0.0,Festive,11,4,Wednesday,0,0,1,1.35,8
53192,53192,53192,Hyundai India,i20,Hatchback,East,759550.92,19.0,76.0,10390656.59,110.5,47.0,10.0,94033.091,0.0,Festive,11,4,Wednesday,0,0,1,1.35,8
53193,53193,53193,Hyundai India,i20,Hatchback,West,743338.76,15.0,192.0,8028058.61,195.5,40.0,9.0,41064.238,0.01,Festive,11,4,Wednesday,0,0,1,1.35,8
53194,53194,53194,Hyundai India,i20,Hatchback,Central,782353.22,10.0,106.0,5632943.18,74.0,19.0,8.0,76120.854,0.0,Festive,11,4,Wednesday,0,0,0,1.35,8
53195,53195,53195,Hyundai India,Verna,Sedan,North,1096508.42,9.0,207.0,7105374.56,191.5,20.0,9.0,37103.784,0.01,Festive,11,4,Wednesday,0,0,0,1.35,8
53196,53196,53196,Hyundai India,Verna,Sedan,South,1063266.62,9.0,181.0,6889967.7,108.0,48.0,11.0,63795.997,0.01,Festive,11,4,Wednesday,0,0,1,1.35,8
53197,53197,53197,Hyundai India,Verna,Sedan,East,1107546.92,13.0,159.0,10366639.17,120.5,33.0,11.0,86030.201,0.0,Festive,11,4,Wednesday,0,0,0,1.35,8
53198,53198,53198,Hyundai India,Verna,Sedan,West,1105209.15,15.0,231.0,11936258.82,201.5,50.0,17.0,59237.016,0.01,Festive,11,4,Wednesday,0,0,1,1.35,8
53199,53199,53199,Hyundai India,Verna,Sedan,Central,1073943.94,9.0,147.0,6959156.73,132.0,46.0,8.0,52720.884,0.01,Festive,11,4,Wednesday,0,0,0,1.35,8
53200,53200,53200,Hyundai India,Creta,SUV,North,1185133.5,24.0,98.0,20479106.88,150.0,50.0,14.0,136527.379,0.0,Festive,11,4,Wednesday,0,0,0,1.35,8
53201,53201,53201,Hyundai India,Creta,SUV,South,1150601.56,10.0,238.0,8284331.23,178.0,51.0,,46541.187,0.01,Festive,11,4,Wednesday,0,0,0,1.35,8
53202,53202,53202,Hyundai India,Creta,SUV,East,1110116.42,12.0,167.0,9591405.87,183.5,32.0,16.0,52269.242,0.01,Festive,11,4,Wednesday,0,0,0,1.35,8
53203,53203,53203,Hyundai India,Creta,SUV,West,1129591.07,15.0,108.0,,72.0,52.0,10.0,169438.661,0.0,Festive,11,4,Wednesday,0,0,0,1.35,8
53204,53204,53204,Hyundai India,Creta,SUV,Central,1097407.66,27.0,67.0,21333604.91,123.0,47.0,9.0,173443.942,0.0,Festive,11,4,Wednesday,0,0,0,1.35,8
53205,53205,53205,Hyundai India,Venue,Compact SUV,North,761593.99,16.0,79.0,8773562.76,59.5,53.0,12.0,147454.836,0.0,Festive,11,4,Wednesday,0,0,0,1.35,8
53206,53206,53206,Hyundai India,Venue,Compact SUV,South,768302.24,18.0,123.0,9957197.03,158.5,41.0,7.0,62821.432,0.01,Festive,11,4,Wednesday,0,0,0,1.35,8
53207,53207,53207,Hyundai India,Venue,Compact SUV,East,810283.4,10.0,55.0,5834040.48,125.5,24.0,7.0,46486.378,0.01,Festive,11,4,Wednesday,0,0,0,1.35,8
53208,53208,53208,Hyundai India,Venue,Compact SUV,West,823739.38,19.0,53.0,11268754.72,54.5,42.0,9.0,206766.142,0.0,Festive,11,4,Wednesday,0,0,1,1.35,8
53209,53209,53209,Hyundai India,Venue,Compact SUV,Central,816195.68,11.0,85.0,,97.5,,9.0,66300.203,0.01,Festive,11,4,Wednesday,0,0,0,1.35,8
53210,53210,53210,Hyundai India,Alcazar,MPV,North,1678543.36,12.0,59.0,14502614.63,124.5,51.0,16.0,116486.864,0.0,Festive,11,4,Wednesday,0,0,0,1.35,8
53211,53211,53211,Hyundai India,Alcazar,MPV,South,1659802.05,6.0,220.0,7170344.86,191.0,23.0,7.0,37541.073,0.01,Festive,11,4,Wednesday,0,0,0,1.35,8
53212,53212,53212,Hyundai India,Alcazar,MPV,East,1571123.68,12.0,75.0,13574508.6,59.0,49.0,7.0,230076.417,0.0,Festive,11,4,Wednesday,0,0,1,1.35,8
53213,53213,53213,Hyundai India,Alcazar,MPV,West,1621097.22,13.0,132.0,15173469.98,111.0,37.0,10.0,136697.928,0.0,Festive,11,4,Wednesday,0,0,0,1.35,8
53214,53214,53214,Hyundai India,Alcazar,MPV,Central,1535500.97,8.0,84.0,8844485.59,73.0,51.0,7.0,121157.337,0.0,Festive,11,4,Wednesday,0,0,1,1.35,8
53215,53215,53215,Hyundai India,Tucson,Premium SUV,North,2934743.25,7.0,143.0,14791105.98,156.5,20.0,13.0,94511.859,0.0,Festive,11,4,Wednesday,0,0,1,1.35,8
53216,53216,53216,Hyundai India,Tucson,Premium SUV,South,2807835.86,6.0,53.0,12129850.92,93.0,36.0,9.0,130428.505,0.0,Festive,11,4,Wednesday,0,0,0,1.35,8
53217,53217,53217,Hyundai India,Tucson,Premium SUV,East,2762107.41,5.0,91.0,,121.5,23.0,6.0,81840.22,0.0,Festive,11,4,Wednesday,0,0,0,1.35,8
53218,53218,53218,Hyundai India,Tucson,Premium SUV,West,2849414.68,2.0,40.0,4103157.14,124.0,20.0,14.0,33089.977,0.01,Festive,11,4,Wednesday,0,0,0,1.35,8
53219,53219,53219,Hyundai India,Tucson,Premium SUV,Central,3039844.95,0.0,,0.0,88.5,15.0,15.0,0.0,0.0,Festive,11,4,Wednesday,0,0,0,1.35,8
53220,53220,53220,Hyundai India,i20,Hatchback,North,756023.04,14.0,231.0,7620712.24,179.5,35.0,12.0,42455.221,0.01,Festive,11,4,Thursday,0,0,1,1.35,9
53221,53221,53221,Hyundai India,i20,Hatchback,South,724287.49,9.0,199.0,4693382.94,146.0,24.0,15.0,32146.458,0.01,Festive,11,4,Thursday,0,0,1,1.35,9
53222,53222,53222,Hyundai India,i20,Hatchback,East,722565.33,12.0,98.0,6242964.45,100.5,17.0,6.0,62119.049,0.01,Festive,11,4,Thursday,0,0,0,1.35,9
53223,53223,53223,Hyundai India,i20,Hatchback,West,779094.11,15.0,93.0,8414216.39,145.0,28.0,17.0,58029.079,0.01,Festive,11,4,Thursday,0,0,1,1.35,9
53224,53224,53224,Hyundai India,i20,Hatchback,Central,762900.62,,226.0,7690038.25,144.5,54.0,7.0,53218.258,0.01,Festive,11,4,Thursday,0,0,0,1.35,9
53225,53225,53225,Hyundai India,Verna,Sedan,North,1054617.58,11.0,50.0,8352571.23,103.5,43.0,7.0,80701.171,0.0,Festive,11,4,Thursday,0,0,0,1.35,9
53226,53226,53226,Hyundai India,Verna,Sedan,South,1112382.11,13.0,110.0,10411896.55,89.0,16.0,6.0,116987.602,0.0,Festive,11,4,Thursday,0,0,0,1.35,9
53227,53227,53227,Hyundai India,Verna,Sedan,East,1144033.78,9.0,229.0,7413338.89,194.5,20.0,13.0,38114.853,0.01,Festive,11,4,Thursday,0,0,0,1.35,9
53228,53228,53228,Hyundai India,Verna,Sedan,West,1122723.72,6.0,88.0,4850166.47,140.0,29.0,14.0,34644.046,0.01,Festive,11,4,Thursday,0,0,0,1.35,9
53229,53229,53229,Hyundai India,Verna,Sedan,Central,1051815.19,14.0,215.0,10602297.12,174.5,45.0,6.0,60758.15,0.01,Festive,11,4,Thursday,0,0,1,1.35,9
53230,53230,53230,Hyundai India,Creta,SUV,North,1136658.38,20.0,165.0,16367880.67,106.0,42.0,12.0,154413.969,0.0,Festive,11,4,Thursday,0,0,1,1.35,9
53231,53231,53231,Hyundai India,Creta,SUV,South,1184693.39,15.0,241.0,12794688.61,188.5,35.0,10.0,67876.332,0.01,Festive,11,4,Thursday,0,0,1,1.35,9
53232,53232,53232,Hyundai India,Creta,SUV,East,1194371.91,23.0,109.0,19778798.83,98.5,18.0,13.0,200799.988,0.0,Festive,11,4,Thursday,0,0,1,1.35,9
53233,53233,53233,Hyundai India,Creta,SUV,West,1128663.6,13.0,77.0,10564291.3,133.0,,14.0,79430.762,0.0,Festive,11,4,Thursday,0,0,0,1.35,9
53234,53234,53234,Hyundai India,Creta,SUV,Central,1144136.28,24.0,94.0,19770674.92,143.5,44.0,9.0,137774.738,0.0,Festive,11,4,Thursday,0,0,0,1.35,9
53235,53235,53235,Hyundai India,Venue,Compact SUV,North,823970.84,13.0,63.0,7712367.06,111.5,15.0,7.0,69169.211,0.01,Festive,11,4,Thursday,0,0,0,1.35,9
53236,53236,53236,Hyundai India,Venue,Compact SUV,South,830590.13,12.0,106.0,7176298.72,113.5,54.0,12.0,63227.301,0.01,Festive,11,4,Thursday,0,0,1,1.35,9
53237,53237,53237,Hyundai India,Venue,Compact SUV,East,838171.84,13.0,91.0,7845288.42,88.5,32.0,9.0,88647.327,0.0,Festive,11,4,Thursday,0,0,1,1.35,9
53238,53238,53238,Hyundai India,Venue,Compact SUV,West,763499.47,11.0,89.0,6046915.8,91.0,30.0,9.0,66449.624,0.01,Festive,11,4,Thursday,0,0,0,1.35,9
53239,53239,53239,Hyundai India,Venue,Compact SUV,Central,797443.54,15.0,168.0,8612390.23,137.5,47.0,10.0,62635.565,0.01,Festive,11,4,Thursday,0,0,1,1.35,9
53240,53240,53240,Hyundai India,Alcazar,MPV,North,1618343.01,13.0,118.0,15147690.57,121.0,26.0,16.0,125187.525,0.0,Festive,11,4,Thursday,0,0,0,1.35,9
53241,53241,53241,Hyundai India,Alcazar,MPV,South,1535564.97,6.0,53.0,6633640.67,117.0,27.0,6.0,56697.784,0.01,Festive,11,4,Thursday,0,0,0,1.35,9
53242,53242,53242,Hyundai India,Alcazar,MPV,East,1621734.58,4.0,205.0,4670595.59,146.5,49.0,9.0,31881.199,0.01,Festive,11,4,Thursday,0,0,0,1.35,9
53243,53243,53243,Hyundai India,Alcazar,MPV,West,1645751.94,11.0,,13034355.36,137.0,48.0,12.0,95141.28,0.0,Festive,11,4,Thursday,0,0,0,1.35,9
53244,53244,53244,Hyundai India,Alcazar,MPV,Central,1538721.82,11.0,161.0,12186676.81,161.5,31.0,8.0,75459.299,0.0,Festive,11,4,Thursday,0,0,1,1.35,9
53245,53245,53245,Hyundai India,Tucson,Premium SUV,North,2810807.6,2.0,143.0,4047562.94,104.5,21.0,10.0,38732.66,0.01,Festive,11,4,Thursday,0,0,1,1.35,9
53246,53246,53246,Hyundai India,Tucson,Premium SUV,South,2824122.41,7.0,121.0,,136.5,23.0,6.0,104275.289,0.0,Festive,11,4,Thursday,0,0,0,1.35,9
53247,53247,53247,Hyundai India,Tucson,Premium SUV,East,2798432.86,2.0,47.0,4029743.32,73.0,21.0,16.0,55201.963,0.01,Festive,11,4,Thursday,0,0,0,1.35,9
53248,53248,53248,Hyundai India,Tucson,Premium SUV,West,2937970.73,6.0,89.0,12692033.55,121.0,52.0,15.0,104892.839,0.0,Festive,11,4,Thursday,0,0,1,1.35,9
53249,53249,53249,Hyundai India,Tucson,Premium SUV,Central,3016315.98,4.0,45.0,8686990.02,41.5,30.0,11.0,209325.061,0.0,Festive,11,4,Thursday,0,0,0,1.35,9
53250,53250,53250,Hyundai India,i20,Hatchback,North,776011.38,15.0,95.0,8380922.9,75.0,27.0,16.0,111745.639,0.0,Festive,11,4,Friday,0,0,0,1.35,10
53251,53251,53251,Hyundai India,i20,Hatchback,South,724607.01,14.0,131.0,7304038.66,118.5,46.0,17.0,61637.457,0.01,Festive,11,4,Friday,0,0,0,1.35,10
53252,53252,53252,Hyundai India,i20,Hatchback,East,764264.74,18.0,204.0,9904871.03,133.5,41.0,14.0,74193.79,0.0,Festive,11,4,Friday,0,0,0,1.35,10
53253,53253,53253,Hyundai India,i20,Hatchback,West,746165.81,21.0,69.0,11282027.05,100.0,34.0,9.0,112820.271,0.0,Festive,11,4,Friday,0,0,0,1.35,10
53254,53254,53254,Hyundai India,i20,Hatchback,Central,732888.35,8.0,120.0,,155.0,51.0,10.0,27235.077,0.01,Festive,11,4,Friday,0,0,1,1.35,10
53255,53255,53255,Hyundai India,Verna,Sedan,North,1143580.53,8.0,122.0,6587023.85,92.0,46.0,14.0,71598.085,0.01,Festive,11,4,Friday,0,0,1,1.35,10
53256,53256,53256,Hyundai India,Verna,Sedan,South,1060753.66,11.0,91.0,8401168.99,63.0,49.0,14.0,133351.889,0.0,Festive,11,4,Friday,0,0,0,1.35,10
53257,53257,53257,Hyundai India,Verna,Sedan,East,1088668.9,10.0,83.0,7838416.08,104.0,32.0,10.0,75369.385,0.0,Festive,11,4,Friday,0,0,1,1.35,10
53258,53258,53258,Hyundai India,Verna,Sedan,West,1128821.32,10.0,152.0,8127513.5,146.5,45.0,9.0,55477.908,0.01,Festive,11,4,Friday,0,0,0,1.35,10
53259,53259,53259,Hyundai India,Verna,Sedan,Central,1118120.37,9.0,42.0,7245420.0,44.0,53.0,5.0,164668.636,0.0,Festive,11,4,Friday,0,0,1,1.35,10
53260,53260,53260,Hyundai India,Creta,SUV,North,1180910.53,25.0,212.0,21256389.54,151.0,46.0,17.0,140770.792,0.0,Festive,11,4,Friday,0,0,0,1.35,10
53261,53261,53261,Hyundai India,Creta,SUV,South,1106751.53,16.0,98.0,12749777.63,79.0,28.0,12.0,161389.59,0.0,Festive,11,4,Friday,0,0,0,1.35,10
53262,53262,53262,Hyundai India,Creta,SUV,East,1156731.5,27.0,182.0,22486860.36,144.0,34.0,6.0,156158.753,0.0,Festive,11,4,Friday,0,0,0,1.35,10
53263,53263,53263,Hyundai India,Creta,SUV,West,1192960.13,17.0,100.0,14601831.99,111.0,35.0,7.0,131548.036,0.0,Festive,11,4,Friday,0,0,1,1.35,10
53264,53264,53264,Hyundai India,Creta,SUV,Central,1193755.93,20.0,110.0,17190085.39,98.5,53.0,16.0,174518.633,0.0,Festive,11,4,Friday,0,0,0,1.35,10
53265,53265,53265,Hyundai India,Venue,Compact SUV,North,764544.92,15.0,110.0,8257085.14,83.5,51.0,6.0,98887.247,0.0,Festive,11,4,Friday,0,0,1,1.35,10
53266,53266,53266,Hyundai India,Venue,Compact SUV,South,822194.77,10.0,113.0,5919802.34,88.5,50.0,17.0,66890.422,0.01,Festive,11,4,Friday,0,0,0,1.35,10
53267,53267,53267,Hyundai India,Venue,Compact SUV,East,822417.18,14.0,225.0,,172.0,27.0,9.0,48197.472,0.01,Festive,11,4,Friday,0,0,0,1.35,10
53268,53268,53268,Hyundai India,Venue,Compact SUV,West,786605.67,26.0,89.0,,98.0,21.0,9.0,150257.736,0.0,Festive,11,4,Friday,0,0,0,1.35,10
53269,53269,53269,Hyundai India,Venue,Compact SUV,Central,813205.4,7.0,41.0,4098555.22,98.0,43.0,13.0,41821.992,0.01,Festive,11,4,Friday,0,0,0,1.35,10
53270,53270,53270,Hyundai India,Alcazar,MPV,North,1526210.04,5.0,60.0,5494356.14,63.5,51.0,12.0,86525.294,0.0,Festive,11,4,Friday,0,0,1,1.35,10
53271,53271,53271,Hyundai India,Alcazar,MPV,South,1620213.22,8.0,147.0,9332428.15,140.5,53.0,17.0,66422.976,0.01,Festive,11,4,Friday,0,0,1,1.35,10
53272,53272,53272,Hyundai India,Alcazar,MPV,East,1528809.75,13.0,223.0,14309659.26,156.5,42.0,17.0,91435.522,0.0,Festive,11,4,Friday,0,0,0,1.35,10
53273,53273,53273,Hyundai India,Alcazar,MPV,West,1539351.88,6.0,98.0,6650000.12,124.5,35.0,11.0,53413.656,0.01,Festive,11,4,Friday,0,0,1,1.35,10
53274,53274,53274,Hyundai India,Alcazar,MPV,Central,1544959.96,4.0,198.0,,155.0,42.0,5.0,28706.353,0.01,Festive,11,4,Friday,0,0,0,1.35,10
53275,53275,53275,Hyundai India,Tucson,Premium SUV,North,2911757.26,8.0,65.0,16771721.82,112.5,29.0,16.0,149081.972,0.0,Festive,11,4,Friday,0,0,1,1.35,10
53276,53276,53276,Hyundai India,Tucson,Premium SUV,South,2932022.74,6.0,153.0,,94.5,38.0,6.0,134035.325,0.0,Festive,11,4,Friday,0,0,0,1.35,10
53277,53277,53277,Hyundai India,Tucson,Premium SUV,East,2996623.05,4.0,120.0,8630274.38,102.5,18.0,13.0,84197.799,0.0,Festive,11,4,Friday,0,0,1,1.35,10
53278,53278,53278,Hyundai India,Tucson,Premium SUV,West,2855730.07,1.0,226.0,2056125.65,185.5,19.0,9.0,11084.235,0.03,Festive,11,4,Friday,0,0,0,1.35,10
53279,53279,53279,Hyundai India,Tucson,Premium SUV,Central,3014820.65,0.0,72.0,0.0,76.5,22.0,16.0,0.0,0.0,Festive,11,4,Friday,0,0,0,1.35,10
53280,53280,53280,Hyundai India,i20,Hatchback,North,778251.06,12.0,164.0,6724089.16,124.0,32.0,13.0,54226.525,0.01,Festive,11,4,Saturday,1,0,0,1.35,11
53281,53281,53281,Hyundai India,i20,Hatchback,South,721916.84,19.0,56.0,9875822.37,74.5,21.0,7.0,132561.374,0.0,Festive,11,4,Saturday,1,0,0,1.35,11
53282,53282,53282,Hyundai India,i20,Hatchback,East,714716.17,11.0,132.0,5660552.07,129.5,18.0,8.0,43710.827,0.01,Festive,11,4,Saturday,1,0,1,1.35,11
53283,53283,53283,Hyundai India,i20,Hatchback,West,768942.79,15.0,182.0,8304582.13,110.5,33.0,16.0,75154.589,0.0,Festive,11,4,Saturday,1,0,1,1.35,11
53284,53284,53284,Hyundai India,i20,Hatchback,Central,725438.05,12.0,219.0,6267784.75,172.5,48.0,13.0,36334.984,0.01,Festive,11,4,Saturday,1,0,0,1.35,11
53285,53285,53285,Hyundai India,Verna,Sedan,North,1139769.71,9.0,55.0,7385707.72,113.0,39.0,9.0,65360.245,0.01,Festive,11,4,Saturday,1,0,0,1.35,11
53286,53286,53286,Hyundai India,Verna,Sedan,South,1122247.88,14.0,65.0,11312258.63,126.0,53.0,6.0,89779.83,0.0,Festive,11,4,Saturday,1,0,0,1.35,11
53287,53287,53287,Hyundai India,Verna,Sedan,East,1077942.92,8.0,107.0,6208951.22,151.5,26.0,5.0,40983.176,0.01,Festive,11,4,Saturday,1,0,1,1.35,11
53288,53288,53288,Hyundai India,Verna,Sedan,West,1055388.46,6.0,120.0,4559278.15,165.0,22.0,8.0,27631.989,0.01,Festive,11,4,Saturday,1,0,0,1.35,11
53289,53289,53289,Hyundai India,Verna,Sedan,Central,1088877.12,14.0,148.0,10975881.37,114.0,21.0,6.0,96279.661,0.0,Festive,11,4,Saturday,1,0,1,1.35,11
53290,53290,53290,Hyundai India,Creta,SUV,North,1129923.96,8.0,121.0,6508362.01,161.5,43.0,13.0,40299.455,0.01,Festive,11,4,Saturday,1,0,0,1.35,11
53291,53291,53291,Hyundai India,Creta,SUV,South,1191103.33,11.0,78.0,9433538.37,145.5,50.0,7.0,64835.315,0.01,Festive,11,4,Saturday,1,0,1,1.35,11
53292,53292,53292,Hyundai India,Creta,SUV,East,1129987.5,21.0,232.0,17085411.0,173.5,33.0,8.0,98474.991,0.0,Festive,11,4,Saturday,1,0,0,1.35,11
53293,53293,53293,Hyundai India,Creta,SUV,West,1106174.91,17.0,244.0,13539580.9,216.0,23.0,9.0,62683.245,0.01,Festive,11,4,Saturday,1,0,1,1.35,11
53294,53294,53294,Hyundai India,Creta,SUV,Central,1127768.16,19.0,93.0,15427868.43,71.5,50.0,11.0,215774.384,0.0,Festive,11,4,Saturday,1,0,0,1.35,11
53295,53295,53295,Hyundai India,Venue,Compact SUV,North,798677.14,17.0,114.0,9775808.19,144.0,31.0,10.0,67887.557,0.01,Festive,11,4,Saturday,1,0,0,1.35,11
53296,53296,53296,Hyundai India,Venue,Compact SUV,South,800159.39,11.0,240.0,6337262.37,184.0,54.0,11.0,34441.643,0.01,Festive,11,4,Saturday,1,0,0,1.35,11
53297,53297,53297,Hyundai India,Venue,Compact SUV,East,816150.28,9.0,75.0,5288653.81,108.0,34.0,10.0,48969.017,0.01,Festive,11,4,Saturday,1,0,0,1.35,11
53298,53298,53298,Hyundai India,Venue,Compact SUV,West,799112.98,11.0,148.0,6328974.8,99.5,38.0,5.0,63607.787,0.01,Festive,11,4,Saturday,1,0,0,1.35,11
53299,53299,53299,Hyundai India,Venue,Compact SUV,Central,822144.96,18.0,172.0,10654998.68,183.0,37.0,11.0,58224.037,0.01,Festive,11,4,Saturday,1,0,1,1.35,11
